dataset,id,category,prompt,answer_text,tone_label,tone_alignment_score,accuracy_score,grounding_score,concise_rationale
hybrid_rag,132,SEMH,What are the signs of 'School Refusal' and how can teachers intervene early?,"Staff may notice a pupil consistently refusing to attend school or showing reluctance without an obvious reason, which could be a sign of underlying mental health issues. Early intervention involves assessing whether appropriate provision is in place for any SEN or disability that may contribute to this behaviour. The graduated response process (assess - plan - do - review) helps schools develop and adjust support accordingly.",supportive,4,4,4,"The response provides practical guidance on identifying school refusal and early intervention strategies, maintaining a collegial tone while being mostly accurate and well-grounded in the context."
hybrid_rag,133,SEMH,How can I create a 'Safe Space' in a mainstream secondary classroom?,"Staff may establish a designated area within the classroom where students can access support without feeling stigmatised or labelled. The SENCo interview highlights that when this provision is well-tailored, some students feel confident enough to stop using it altogether, which can be seen as an indicator of success. This approach requires careful consideration of each student's needs and preferences.",supportive,5,4,4,"The response provides practical, collegial guidance on creating a 'Safe Space' while aligning well with the reference context, though it could include more specific strategies."
hybrid_rag,134,SEMH,What are the 5 core competencies of Social and Emotional Learning (SEL)?,"The five core competencies at the heart of SEL are self-awareness, self-management, social awareness, relationship skills, and responsible decision-making. These skills have been linked to a range of positive outcomes for children and young people. They form the foundation that promotes the development of competencies in all children and provides a framework for early intervention and intensive support where needed.",supportive,5,5,5,"The response accurately identifies the five core competencies of SEL and presents them in a collegial, supportive manner suitable for a SENCo audience."
hybrid_rag,135,SEMH,How can teachers build trusting relationships with pupils who find it hard to engage because of difficulties outside school?,"Staff may benefit from understanding that pupils' engagement can be significantly affected by factors outside of school, and that building positive relationships is a key part of addressing this. Focusing on being supportive rather than punitive helps create an environment where children feel safe to interact with confidence. This approach is described in the context as essential for gathering accurate information about current capabilities.",supportive,4,4,4,"The response provides practical guidance on building relationships while remaining collegial, though it could include more specific strategies."
hybrid_rag,136,SEMH,What is the impact of 'Low Self-Esteem' on academic performance and how can I help?,Children with internalising problems such as low self-esteem may appear quiet or overly compliant in class and can significantly affect their ability to engage in learning. Their needs are often overlooked because these behaviours are not immediately disruptive. Identifying this pattern is an important step towards timely support that can improve academic performance.,supportive,4,4,4,"The response provides a collegial overview of low self-esteem's impact on learning, with practical insights, though it lacks specific strategies for support."
hybrid_rag,137,SEMH,How can I use 'Restorative Justice' to handle conflict between students?,"Staff may find that Restorative Justice approaches can help resolve conflicts by encouraging pupils to take responsibility for their actions and repair harm caused. This approach aligns with broader social-emotional learning strategies that promote positive relationships within the school community. It is worth noting that any intervention, including Restorative Justice, must always be proportionate to the risk presented.",supportive,4,4,3,"The response provides practical guidance on Restorative Justice while maintaining a collegial tone, though it lacks specific strategies directly tied to the context."
hybrid_rag,138,SEMH,What are the best ways to support a child with 'Anxiety' during exam season?,"Staff may find it helpful to use visual timetables and allow flexibility in routines during exam periods, as these strategies have been shown to reduce anxiety and improve transition times. The pupil's comfort and confidence can be supported by giving them some control over their own routine. This approach has a positive impact not only on the individual child but also on the wider classroom environment.",supportive,5,4,4,"The response provides practical strategies in a collegial tone, though it could include more specific examples from the context."
hybrid_rag,139,SEMH,How do I manage a student who displays 'Challenging Behaviour' as a result of unmet needs?,"Staff may find it helpful to consider whether the student's behaviour reflects underlying mental health difficulties or unmet sensory and/or physical needs. Understanding these triggers can inform proactive support rather than relying solely on reactive interventions. The school culture and environment are also worth examining, as pupils with SEND may experience them differently.",supportive,5,4,4,The response provides collegial guidance on understanding challenging behaviour while being mostly accurate and well-grounded in the context.
hybrid_rag,140,SEMH,What are the benefits of 'Nurture Groups' in primary schools?,"Staff may find that Nurture Groups help reduce preventable permanent exclusion and suspension by providing a calm environment where children can engage in their education. The school's headteacher believes this collaboration has improved pupils' wellbeing, which is a direct benefit of the model. This approach sits within broader guidance on building behaviour systems that nurture rather than exclude.",supportive,5,4,4,"The response provides a collegial overview of the benefits of Nurture Groups, aligning well with the context, though it could include more specific strategies for implementation."
hybrid_rag,141,SEMH,How can I support a student with 'Pathological Demand Avoidance' (PDA) and SEMH?,"Staff may find it helpful to consider that students with PDA and SEMH can benefit from explicit, structured approaches to learning, including code-based instruction and vocabulary teaching. Independent silent reading should be evaluated carefully for this group, as overreliance on it may reduce opportunities for teacher-led instruction and reinforce avoidance behaviours. Understanding the specific needs of each student is essential to developing targeted support strategies.",supportive,4,4,4,"The response provides practical guidance and aligns well with the context, though it could include more specific strategies."
hybrid_rag,142,SEMH,What is the role of 'Emotion Coaching' in the classroom?,"Staff may use Emotion Coaching as a strategy to help children understand and manage their emotions more effectively in everyday classroom life. This approach involves teaching children new vocabulary for feelings and encouraging them to express how they feel using 'l' messages, such as 'I feel X because...'. The goal is to support children's ability to articulate and regulate their emotions over time.",supportive,5,5,5,"The response provides clear, actionable strategies for implementing Emotion Coaching in the classroom, aligning well with the reference context."
hybrid_rag,143,SEMH,How should SEMH support for a pupil be recorded and reviewed in an SEND support plan?,"The school records SEMH provision in an Individual Support Plan (ISP) that evolves as needs change, with digital documents tailored to each child's layers of support. ISPs are high-quality documents guided by national formats and SEND Code of Practice alignment. Families, settings, and professionals share a clear understanding through good communication around the plan.",supportive,5,4,4,"The response provides clear, collegial guidance on recording SEMH support in ISPs, though it could include more specific strategies for implementation."
hybrid_rag,144,SEMH,What are the best strategies for students with 'Oppositional Defiant Disorder' (ODD)?,"Staff may find that structured approaches to teaching and reinforcement are particularly effective for students with oppositional defiant disorder. Strategies such as constant time delay, self-monitoring, and explicit instruction can help reduce off-task behaviour and improve engagement. These methods share common principles of minimising cognitive load and providing clear structure, which many students with SEMH needs find beneficial.",supportive,5,4,4,"The response provides practical strategies in a collegial tone, though it could include more specific examples or details for full clarity."
hybrid_rag,145,SEMH,How can I help a student who is struggling with 'Rejection Sensitivity' in ADHD?,"Staff may find it helpful to explain to the student that Rejection Sensitivity is a common experience for many people with ADHD, and that it does not reflect anything inherently wrong with them. The school can also explore strategies such as self-advocacy training or organisational tools to help manage these feelings more effectively. Understanding this as part of ADHD rather than personal failure may reduce the student's distress.",supportive,5,4,4,"The response provides practical, collegial guidance on addressing Rejection Sensitivity in ADHD, though it could include more specific strategies."
hybrid_rag,146,SEMH,What is the impact of 'Cyberbullying' on a student's mental health at school?,"Staff may find that cyberbullying can exacerbate existing mental health difficulties and create a hostile school environment. The school's behaviour policy on bullying, including online forms, is an important part of preventing this from happening in the first place. Understanding how social media can spread rumours and expose identities helps staff consider the unique challenges of cyberbullying.",supportive,4,4,4,"The response provides practical insights into the impact of cyberbullying on mental health while maintaining a collegial tone, though it could include more specific strategies for staff."
hybrid_rag,147,SEMH,How can schools support pupils who struggle with attendance or motivation after a significant change at home or school?,"Staff may find it helpful to consider whether any changes in a pupil's life have affected their motivation or attendance, and to reflect on how well current support meets individual needs. The school can use this as a prompt for reviewing existing provision and exploring additional targeted approaches with alternative providers where necessary. This is particularly relevant when interventions or targeted support have not yet improved behaviour.",supportive,4,4,4,"The response provides practical guidance and reflects a collegial tone, though it could include more specific strategies for addressing attendance and motivation issues."
hybrid_rag,148,SEMH,What are the best ways to incorporate 'Mindfulness' into the school day?,"Staff may consider mindfulness training with caution due to mixed evidence and potential for worsening outcomes in some pupils. The number of sessions needed varies across studies, making it hard to standardise implementation. Any use should be carefully monitored against individual pupil needs.",neutral,3,3,4,The response provides a cautious overview of mindfulness but lacks specific actionable strategies for implementation.
hybrid_rag,149,SEMH,How can I manage my own 'Stress' as an SEMH teacher?,Staff may find it helpful to acknowledge that their own stress levels can influence how they approach supporting children with SEMH needs. Recognising this dynamic allows for a more compassionate and reflective approach to planning strategies. Regular self-care and seeking support from colleagues are important next steps in managing one's own emotional load effectively.,supportive,4,4,3,"The response provides practical advice for managing stress while being collegial, though it lacks specific strategies directly tied to SEMH teaching."
hybrid_rag,150,SEMH,What is the relationship between 'Neurodiversity' and leadership potential?,"Staff may find that neurodivergent pupils can differ significantly from their peers in terms of strengths and needs across various dimensions. Understanding these differences is important for both supporting individual needs and celebrating diversity within the class. Recognising this variation helps build a more inclusive school culture, which leadership can foster through professional development.",supportive,4,4,4,"The response provides a collegial perspective on neurodiversity and leadership, with practical insights, though it could be more specific in addressing the relationship between neurodiversity and leadership potential."
hybrid_rag,151,SEMH,How do I support a student who is 'School Phobic'?,"Staff may find it helpful to understand that anxiety can manifest in avoidance of school and academic underperformance, rather than simply being a refusal to attend. The school's provision of books about anxiety and a 'brave book' for recording achievements was described as very effective by Nathan's parent. This approach suggests that collaborative, solution-focused support from the school is possible even when a student's needs are complex.",supportive,5,5,5,"The response provides practical, evidence-based strategies for supporting a student with school phobia, aligning well with the context and maintaining a collegial tone."
hybrid_rag,152,SEMH,What are the signs of 'Depression' in a teenager that teachers should look for?,"Staff may notice persistent low mood, loss of interest in activities, changes in appetite or sleep patterns, and unexplained physical complaints such as headaches. These signs can indicate depression but should not be used for a diagnosis without further professional assessment. The school's graduated approach to SEMH needs includes gathering information through observation and discussion with parents and carers.",supportive,5,4,4,"The response provides practical guidance in a collegial tone, addressing signs of depression while acknowledging the need for professional assessment."
hybrid_rag,153,SEMH,How can I help a student develop 'Resilience' after a failure?,"Staff may use the Resiliency Scales for Children and Adolescents (RSCA) or the Healthy Kids Resilience Assessment to measure resilience in children aged 9-18. These tools help identify areas where targeted support can build stress-management, problem-solving strategies, and coping skills. The school can also set more achievable goals with the student to give them a sense of success and increase resilience.",supportive,4,4,4,"The response provides practical strategies for developing resilience in students, aligning well with the supportive tone expected for a SENCo audience."
hybrid_rag,154,SEMH,What is the role of 'Boxall Profile' in assessing SEMH needs?,"The Boxall Profile is mentioned as one tool that can be used to highlight areas of SEMH need with associated targeted work. Completing such a profile helps build a holistic understanding of a child's emotional world beyond visible behaviours. This information informs both individual and small-group support, including 1:1 barrier games and structured group sessions like 'Negotiate'.",supportive,5,5,4,"The response provides a clear, collegial explanation of the Boxall Profile's role in assessing SEMH needs, with practical implications for practitioners, though it slightly generalizes the context."
hybrid_rag,155,SEMH,How do I support a student who is 'High Masking' their anxiety?,"Staff may find it helpful to use non-verbal cues such as gentle touch or a reassuring hand gesture when interacting with a student who is high masking anxiety. This approach can help reduce feelings of overwhelm and increase trust in the relationship. The school's behaviour support plans should be co-produced with the pupil and their family, including any adjustments to address challenging aspects of the environment.",supportive,4,4,4,"The response provides practical strategies for supporting high masking anxiety while maintaining a collegial tone, though it could include more specific details from the context."
hybrid_rag,156,SEMH,What are the best strategies for managing 'Transitions' for a child with SEMH?,Staff may use visual timetables and clear communication about transitions to help reduce anxiety for children with SEMH needs during these periods. Breaking down larger transitions into smaller steps can also make them feel more manageable. This approach aligns with the broader principle of minimising cognitive load in instructional design.,supportive,5,4,4,"The response provides practical strategies for managing transitions for children with SEMH needs while maintaining a collegial tone, though it could include more specific examples from the context."
hybrid_rag,157,SEMH,How can I use 'Positive Reinforcement' without it feeling patronizing?,"Staff may find that positive reinforcement strategies feel most authentic when they are genuinely earned and meaningful to each child, rather than formulaic or superficial. Recognising and celebrating genuine effort and progress helps build trust in school relationships. This approach is particularly important for children who respond well to adult attention and positive reinforcement.",supportive,5,4,4,"The response provides practical, collegial guidance on positive reinforcement while remaining respectful and aligned with the context, though it could include more specific strategies."
hybrid_rag,158,SEMH,What is the impact of 'Sleep Deprivation' on a student's behavior in school?,"Staff may notice that sleep-deprived students are more easily frustrated and less able to regulate their emotions, which can manifest as irritability or mood swings. The school environment itself—such as noise levels, lighting, and seating arrangements—can also exacerbate sensory difficulties for some pupils. Recognising these factors helps staff respond with greater empathy rather than simply attributing behaviour to the student's character.",supportive,5,4,3,"The response provides empathetic insights into the impact of sleep deprivation on behavior, though it could benefit from more specific strategies for staff."
hybrid_rag,159,SEMH,How do I support a child who has 'Social Anxiety' during group presentations?,"Staff may reduce social demands to only what the child is able to cope with during group presentations, and consider seating arrangements that support both collaboration and independent working. The school can also use visual approaches to help the child manage anxiety and focus on the content of their contribution rather than its presentation. This approach helps prevent emotional distress while supporting participation in learning activities.",supportive,5,4,4,"The response provides practical, collegial guidance for supporting a child with social anxiety, though it could include more specific strategies from the reference context."
hybrid_rag,160,SEMH,What are the best ways to communicate with 'Angry Parents' about SEMH issues?,"Staff may find it helpful to use multiple means of communication with parents who are concerned about SEMH issues, as this can create more opportunities for sharing information flexibly. The school's approach to communication is particularly important when families feel disconnected or misunderstood, which can exacerbate tensions around SEND support. Understanding what channels and formats work best for each family helps ensure messages reach the right people in a way that feels responsive.",supportive,5,4,4,"The response provides practical, collegial guidance on communication strategies for engaging with parents about SEMH issues, though it could include more specific examples."
hybrid_rag,161,SEMH,How can I adapt a 'Behavior Policy' to be inclusive for SEND students?,"Staff may consider how school culture and environment are experienced differently by pupils with SEND when reviewing or developing a Behaviour Policy. The policy should reflect proactive strategies to reduce the need for reasonable force and restrictive interventions, drawing on staff who know individual pupils well. This inclusive approach helps create an environment where pupils can cope with situations that might otherwise cause distress.",supportive,5,5,5,"The response provides clear, actionable strategies for adapting a Behavior Policy for SEND students while maintaining a collegial and respectful tone."
hybrid_rag,162,SEMH,What is the role of 'CAMHS' and how do I make a referral?,"Staff may refer pupils to CAMHS through their GP as the first point of contact. The GP then makes referrals to specialist services. Families can also self-refer online or by phone, though this route is not described in detail here.",neutral,3,3,4,"The response provides basic information but lacks depth and specific guidance for practitioners, making it somewhat generic."
hybrid_rag,163,SEMH,What school-wide approaches help staff notice when a pupil's wellbeing or engagement has dropped and act early?,"Staff may benefit from training that helps them identify when a pupil's wellbeing or engagement has dropped, so they can act early. The school can foster an inclusive environment by valuing student diversity and prioritising staff training on mental health and wellbeing. This proactive approach is linked to improved academic progress and reduced detentions and suspensions in the evidence reviewed.",supportive,4,4,4,"The response provides practical guidance and aligns well with the context, though it could include more specific strategies."
hybrid_rag,164,SEMH,How can I help a student who is 'Overwhelmed' by their workload?,"Staff may find it helpful to consider whether the student's workload genuinely reflects realistic expectations for their age and ability level. The school can also explore whether any adjustments to the environment or communication methods might reduce feelings of overwhelm. These are matters best addressed through collaborative discussion with the pupil, parents, and other professionals involved in the student's support plan.",supportive,4,4,4,"The response provides practical, collegial guidance while addressing the question effectively, though it could include more specific strategies."
hybrid_rag,165,SEMH,What are the best ways to handle 'Disruptive Behaviour' in a large class?,"Staff may find that creating positive learning environments through the AET environmental checklist helps reduce disruptive behaviour in large classes. The school can also consider whether appropriate provision is in place to support any SEN or disability a pupil may have, including an early multi-agency assessment where persistent disruption persists. Early identification and intervention are key when concerns arise, as they can prevent escalation into more serious difficulties.",supportive,4,4,4,"The response provides practical strategies for managing disruptive behavior while maintaining a collegial tone, though it could include more specific examples."
hybrid_rag,166,SEMH,How can lesson design reduce unpredictability and stress for pupils who become anxious when routines change?,"Lesson design can reduce unpredictability by incorporating predictable routines and structured learning environments. Visual timetables and clear communication of upcoming events help students anticipate changes in the schedule. This approach supports pupils in managing anxiety related to disrupted routines, creating a more stable and secure learning environment.",supportive,5,5,5,"The response provides clear, actionable strategies for lesson design that directly address the question, while maintaining a collegial and supportive tone."
hybrid_rag,167,SEMH,What is the impact of 'Social Media' on SEMH needs in schools?,"The evidence does not address how social media specifically affects SEMH needs in mainstream school settings. Staff may find it helpful to consider broader whole-school approaches that promote inclusive practice and value student diversity as a starting point for supporting pupils with SEMH needs. Understanding and beliefs about SEMH underpin timely support, making comprehensive training important for all educators.",neutral,3,3,4,"The response provides some relevant points but lacks specific actionable guidance and warmth, making it more generic than supportive."
hybrid_rag,168,SEMH,How can I use 'Check-ins' to monitor a student's emotional state?,"Staff may use Check-ins as a tool for monitoring students' emotional states in real time, particularly focusing on signs of internalising difficulties such as anxiety and sadness. The behaviours rated are typically aligned with intervention goals based on individual student needs, and ratings are completed using a simple scale over a set period. This approach is well-suited for progress monitoring or screening within a school setting.",supportive,5,4,4,"The response provides practical guidance in a collegial tone, though it could include more specific strategies for implementation."
hybrid_rag,169,SEMH,What are the benefits of 'Animal-Assisted Therapy' in schools?,The review does not address Animal-Assisted Therapy specifically within its scope of academic and social outcomes for children and young people with diverse needs. Staff may find it worth exploring as a potential adjunct to more established engagement strategies such as peer-mediated instruction or targeted relaxation training. The absence of this topic from the reviewed evidence means any benefits would need to be considered in broader context rather than drawing on specific findings.,neutral,3,2,3,"The response lacks specific benefits of Animal-Assisted Therapy and does not provide actionable guidance, making it partially relevant but largely unhelpful."
hybrid_rag,170,SEMH,How do I support a student who is 'Struggling with Identity' (LGBTQ+ / SEND)?,Staff may find it helpful to consider how identity-related struggles intersect with a student's SEND profile when planning support. The school can strengthen communication with parents and carers about core subject interventions by using colour-coded levels of need and keeping them informed through mail-merged letters. This joined-up approach helps ensure that all relevant parties are aware of the support in place.,neutral,3,3,3,The response provides some relevant points but lacks specific actionable strategies for supporting a student struggling with identity.
hybrid_rag,171,SEMH,What are the best ways to teach 'Conflict Resolution' skills?,"Staff may use scenarios involving joining a new class or club to explore welcoming newcomers and discussing what makes a good friend. Discussing classroom rules can also develop communication and relationship skills alongside wider SEL skills. These approaches help children apply what they have learned in real-life contexts, rather than just in dedicated skill sessions.",supportive,5,4,4,"The response provides practical, collegial guidance on teaching conflict resolution skills, with minor omissions in detail but remains relevant and well-aligned with the context."
hybrid_rag,172,SEMH,How can I manage 'Classroom Noise' to reduce anxiety for SEMH students?,"Staff may consider simple environmental modifications such as acoustic adjustments and reduction of visual clutter to improve learning conditions for students with sensory processing differences. These changes can significantly reduce anxiety and make it easier for SEMH students to concentrate in noisy or overstimulating classrooms. The goal is a well-organised, accessible space that supports focus and engagement.",supportive,5,4,4,"The response provides practical, collegial advice for managing classroom noise, though it could include more specific strategies tailored to SEMH students."
hybrid_rag,173,SEMH,What is the role of 'ELSA' (Emotional Literacy Support Assistants)?,"The diarists in this context used their USS learning to develop more effective support strategies for individual students, drawing on knowledge of how autistic children and young people process social cues. This included using insights from CPD units such as Speech, Language and Communication Needs and Promoting Resilience to set achievable goals and reduce sensory overload. The SENCo's wider role in these situations involved reflecting on how staff behaviour influences children's behaviours.",neutral,3,3,4,The response provides some relevant information but lacks specific guidance on the role of ELSAs and is somewhat generic in tone.
hybrid_rag,174,SEMH,How do I support a child who is 'Fearful of Failure'?,Staff may find it helpful to consider whether a child's apparent lack of motivation or avoidance is actually driven by underlying cognitive difficulties that can be addressed through visual supports and simplified instructions. Breaking tasks into manageable steps can reduce frustration and promote more positive engagement. This approach sits within a broader understanding of SEND and the needs that underlie presenting behaviours.,supportive,5,5,4,"The response provides practical, collegial guidance tailored to supporting a child fearful of failure, with a strong focus on addressing underlying needs."
hybrid_rag,175,SEMH,What are the signs of 'Caregiver Stress' and how does it affect the pupil?,"Staff may notice increased irritability or mood swings in a child's caregiver as a sign of stress. This can affect how well the school is supported and whether information is passed on accurately, which in turn impacts the pupil's support plan. The school can consider offering resources to help manage caregiving demands where possible.",supportive,4,4,4,"The response provides practical insights into caregiver stress and its impact on pupils, maintaining a collegial tone while slightly lacking in specific strategies."
hybrid_rag,176,SEMH,How can I help a student who is 'Socially Isolated'?,"Staff may consider whether the student's social isolation is linked to anxiety or other underlying needs that could be addressed through adjustments to the learning environment. Embedding predictable routines and clear expectations can help reduce processing demands and promote engagement, which in turn supports better academic outcomes. The school can also explore targeted interventions shown to benefit students with diverse needs, including those related to SEMH and autism.",supportive,5,4,4,"The response provides practical, collegial guidance for addressing social isolation while remaining mostly accurate and well-grounded in the context."
hybrid_rag,177,SEMH,What is the impact of 'Poverty' on SEMH and educational outcomes?,"The review does not address how specific socio-economic factors such as poverty independently affect SEMH needs and educational outcomes. However, it is worth noting that children from disadvantaged backgrounds are disproportionately represented in SEMH populations, which can further complicate identification and support. Understanding this broader context helps staff appreciate the complexity of SEMH needs within their school setting.",neutral,3,3,4,The response provides some relevant points about poverty's impact on SEMH but lacks specific actionable guidance for practitioners.
hybrid_rag,178,SEMH,How do I support a student who is 'Hyper-Vigilant' in class?,"Staff may find it helpful to consider whether the student's hyper-vigilance is linked to specific classroom or lesson factors that can be adjusted. The school can explore how changes to environment, communication, and task presentation might reduce the student's sense of threat and promote a more relaxed engagement with learning. This approach aligns with the tiered model of support where high-quality, evidence-based instruction is the foundation for all learners.",supportive,5,4,4,"The response provides practical, collegial guidance for supporting a hyper-vigilant student, though it could include more specific strategies."
hybrid_rag,179,SEMH,What are the best ways to use 'Fidget Toys' for emotional regulation?,"Staff may find that providing fidget toys in a designated area helps children regulate their impulses and manage strong emotions more effectively. This approach can complement other strategies such as deep breathing exercises and positive self-talk, which are also explored in the guidance. The goal is to support children in behaving in socially acceptable ways by giving them tools for emotional regulation.",supportive,5,4,4,"The response provides practical guidance in a collegial tone, though it could include more specific strategies for using fidget toys."
hybrid_rag,180,SEMH,How can I adapt my 'Teacher Language' to be more trauma-informed?,"Staff may find it helpful to use simpler language and shorter sentences when communicating with pupils who have experienced trauma, as this can reduce feelings of overwhelm. The school can also consider how its behaviour policies are framed, avoiding rigid or punitive approaches that might exacerbate difficulties. A supportive tone is particularly important in these situations.",supportive,5,4,4,"The response provides practical, collegial guidance on adapting teacher language for trauma-informed approaches, with minor omissions in specificity."
hybrid_rag,181,SEMH,What is the best way to handle 'Refusal to Work' in a sensitive way?,"Staff may find it helpful to frame a 'Refusal to Work' situation as an opportunity for open discussion about the individual's well-being and any support needs that have arisen. The school can use this moment to reinforce its commitment to staff welfare, particularly in situations where allegations have caused significant stress. A named representative is already appointed under the employer's duty of care, so this conversation can be facilitated through that existing channel.",supportive,5,4,4,"The response provides collegial guidance on handling 'Refusal to Work' sensitively, though it could include more specific strategies for implementation."
hybrid_rag,182,SEMH,How do I support a child who is 'Struggling with Peer Pressure'?,"Staff may find it helpful to use strategies that promote positive relationships and a sense of belonging within the class group, as these can reduce feelings of isolation and increase engagement. The evidence supports using inclusive, flexible, and engaging approaches such as peer-mediated support for children with a wide range of needs. These methods are described in the review's section on peer-assisted learning strategies.",supportive,4,4,4,"The response provides practical strategies for supporting children with peer pressure while maintaining a collegial tone, though it could include more specific examples."
hybrid_rag,183,SEMH,What are the benefits of 'Outdoor Learning' for SEMH students?,"Providing more opportunities for children and young people to actively engage in hands-on activities has been shown to be effective in improving academic outcomes for those with SEMH needs. Whole-class or group-based discussions can also support engagement and reduce problem behaviour. This approach gives students a sense of autonomy, enhances motivation, and increases their engagement with learning.",supportive,4,4,4,"The response provides practical insights into the benefits of outdoor learning for SEMH students while maintaining a collegial tone, though it could include more specific strategies."
hybrid_rag,184,SEMH,How can I help a student who is 'Self-Sabotaging' their progress?,"Staff may find it helpful to model self-regulation explicitly before expecting pupils to deploy metacognitive strategies independently. Without this modelling, pupils may not be able to exhibit the thoughts and actions of successful learners. The school can also consider whether additional support is needed for students who struggle with self-regulation, such as those with SEND.",supportive,5,4,4,"The response provides practical, collegial guidance on self-regulation strategies while remaining respectful and relevant to the context."
hybrid_rag,185,SEMH,What is the role of 'Mentoring' for students with SEMH needs?,"The evidence does not specifically address mentoring as a peer-mediated strategy for students with SEMH needs within this context. However, structured adult guidance is identified in the review as a key component of effective peer-mediated approaches, and teachers typically play a central role in setting up these interventions. Understanding how to model expected behaviours and monitor progress could be a useful next step for staff interested in supporting pupils with SEMH through peer-led work.",neutral,3,3,4,The response provides some relevant information but lacks specific guidance for practitioners and does not directly address the role of mentoring for students with SEMH needs.
hybrid_rag,186,SEMH,How do I support a student who is 'Experiencing Racism' and its impact on SEMH?,"Staff may find it helpful to consider how experiences of racism can intersect with and exacerbate SEMH needs, rather than viewing them as separate issues. Understanding this intersection is important for developing targeted support that acknowledges both the student's emotional world and their broader context. A holistic approach that includes family and community voices can help ensure support is culturally responsive and effective.",supportive,5,4,4,"The response provides collegial guidance on supporting students experiencing racism and SEMH needs, though it could include more specific strategies."
hybrid_rag,187,SEMH,What are the best ways to promote 'Emotional Literacy' in the curriculum?,"Staff may find it helpful to use a vocabulary-based approach to emotional literacy, starting with basic words and gradually adding more complex terms. This can be particularly effective when combined with explicit teaching of emotions and their regulation. The school's curriculum planning team can explore how this fits within the broader 'SAFE' curriculum framework.",supportive,4,4,4,"The response provides practical guidance on promoting emotional literacy while aligning well with the SAFE curriculum framework, though it could include more specific strategies."
hybrid_rag,188,Sensory & Physical,What is a good example of sensory adaptation in a mainstream classroom?,"Staff may use environmental adaptations such as level access, reduced noise, and minimised visual clutter to support engagement and comfort for learners with sensory and/or physical needs. These adjustments can be implemented at little cost and are a key role mainstream educators play in reducing overstimulation. They help create a learning environment that prioritises comfort and clarity.",supportive,5,4,4,"The response provides practical, collegial guidance on sensory adaptation in classrooms, though it could include more specific examples."
hybrid_rag,189,Sensory & Physical,How do I adapt a primary classroom for a student with a visual impairment?,"Staff may benefit from understanding that adaptations made for students with vision impairments often benefit all learners, such as more descriptive explanations. Accurate instruction and tailored feedback are underscored as having a direct impact on learner outcomes when teacher expertise is high. Reflective practice informed by knowledge of vision impairment can enhance inclusive participation in the primary classroom.",supportive,4,4,4,"The response provides practical guidance and aligns well with the context, though it could include more specific strategies for adaptation."
hybrid_rag,190,Sensory & Physical,What are the 9 types of curricular adaptations for physical disabilities?,The review identified nine types of adapted books and materials used with children who have limited motor control. These adaptations allowed independent navigation of storybooks and engagement with content aligned with physical abilities. They are a specific example of how curricular adaptations can be tailored for students with physical disabilities in mainstream settings.,neutral,3,2,3,"The response lacks specific details on the nine types of curricular adaptations and does not fully address the question, resulting in a generic tone."
hybrid_rag,191,Sensory & Physical,How can I set up a 'Hearing Loop' system in a large classroom?,"The school can consider installing a Hearing Loop system to improve access to spoken language in large group situations such as assemblies and lessons. This is particularly relevant where children with hearing impairment may struggle to focus on tasks due to background noise. The review does not provide detailed technical guidance, so any installation would need to be planned in consultation with the Sensory Support Team or Audiologist.",supportive,4,4,4,"The response provides practical guidance for setting up a Hearing Loop system while maintaining a collegial tone, though it lacks some specific details on implementation."
hybrid_rag,192,Sensory & Physical,What are the best 'Fine Motor Skill' activities for a student with dyspraxia?,"Staff may use small group or 1:1 handwriting activities as an additional provision for a student with dyspraxia. The 'Speed Up' programme is listed in CONTEXT as one example of targeted fine motor skill support. These activities are described alongside other interventions in the same section, suggesting they can be considered alongside broader strategies.",supportive,5,4,4,"The response provides practical, collegial guidance on fine motor skill activities while accurately referencing the context, though it could include more specific examples."
hybrid_rag,193,Sensory & Physical,How do I differentiate a PE lesson for a child in a wheelchair?,"Differentiation in PE is not about adjusting activities or resources to meet a curriculum goal, but rather about targeted teaching that breaks down or reinforces specific aspects of the lesson. For a child in a wheelchair, this might involve adapting equipment use as a reasonable adjustment where it exists within school resources. The focus remains on high-quality teaching as the first step in responding to pupils with potential SEND.",neutral,3,3,4,"The response provides a generic overview of differentiation without specific strategies for adapting PE lessons for a child in a wheelchair, resulting in a neutral tone and partial relevance."
hybrid_rag,194,Sensory & Physical,What is 'Touch Adaptation' and how does it affect a child's focus?,"Staff may notice that children who benefit from touch adaptation in their environment can struggle to maintain focus when sensory needs are not met. This is because sensory dysregulation affects multiple areas of learning and behaviour, including concentration. Reducing visual clutter and adjusting acoustic conditions can help create a more supportive learning space for these pupils.",supportive,4,4,4,"The response provides practical guidance on touch adaptation and its impact on focus, while maintaining a collegial tone, though it could include more specific strategies."
hybrid_rag,195,Sensory & Physical,How can I manage 'Sound Sensitivity' in a student without using headphones?,Staff may use visual timetables and 'now and next' charts to help manage transition anxiety related to sound sensitivity. A sound map can also be provided as a tool for pupils who struggle with applying sounds to writing or forming letters correctly. These are examples of basic reasonable adjustments that can be part of standard practice in the classroom.,supportive,4,4,4,"The response provides practical strategies for managing sound sensitivity while maintaining a collegial tone, though it could include more specific details."
